UniprotKB,Gene,FBgn,FBtr,FBpp
Q9VEG9,CG7655-PA,FBgn0038536,FBtr0083479,FBpp0082912
Q8MZ28,CG31360-PA,FBgn0051360,FBtr0083480,FBpp0082913
Q9VEG8,CG31249-PA,FBgn0051249,FBtr0083483,FBpp0082916
Q8IN95,CG31251-PA,FBgn0051251,FBtr0083484,FBpp0082917
Q9VEH2,CG7523-PA,FBgn0038533,FBtr0083490,FBpp0082923
Q9VEH6,CG14323-PA,FBgn0038529,FBtr0083498,FBpp0082924
Q9VEH8,CG14324-PA,FBgn0038527,FBtr0083500,FBpp0082925
P27781,Edg91-PA,FBgn0004554,FBtr0083502,FBpp0082926
E1JIN5,Edg91-PB,FBgn0004554,FBtr0300767,FBpp0289991
Q9VEJ0,Prx3-PA,FBgn0038519,FBtr0083503,FBpp0082927
Q9VEJ2,l(3)07882-PA,FBgn0010926,FBtr0083504,FBpp0082928
Q9VEJ2,l(3)07882-PB,FBgn0010926,FBtr0347218,FBpp0312516
Q9VEJ4,CG5823-PA,FBgn0038515,FBtr0083505,FBpp0082929
Q9VEJ4,CG5823-PB,FBgn0038515,FBtr0321266,FBpp0302818
Q9VEG4,Lgr1-PA,FBgn0016650,FBtr0083509,FBpp0082933
Q9VEG4,Lgr1-PB,FBgn0016650,FBtr0083510,FBpp0082934
Q9VEG3,CG14321-PA,FBgn0038540,FBtr0083511,FBpp0082935
Q9VEG2,TyrRII-PA,FBgn0038541,FBtr0083512,FBpp0082936
Q9VEG2,TyrRII-PB,FBgn0038541,FBtr0332173,FBpp0304482
Q9VEG2,TyrRII-PC,FBgn0038541,FBtr0332174,FBpp0304483
Q9VEG2,TyrRII-PD,FBgn0038541,FBtr0344630,FBpp0310947
Q9VEF6,pasi1-PA,FBgn0038545,FBtr0083513,FBpp0082937
Q9VEF6,pasi1-PB,FBgn0038545,FBtr0305007,FBpp0293544
Q9VEE3,CG12347-PA,FBgn0038558,FBtr0083519,FBpp0082943
Q9VEE3,CG12347-PB,FBgn0038558,FBtr0308497,FBpp0300749
Q9VEE9,Alg1-PA,FBgn0038552,FBtr0083523,FBpp0082947
Q9VEF0,Odj-PA,FBgn0038551,FBtr0083524,FBpp0082948
Q9VEF1,CG17801-PB,FBgn0038550,FBtr0331689,FBpp0304078
Q8SX40,Nnk-PA,FBgn0038549,FBtr0083526,FBpp0082950
Q9VEF3,CG17806-PA,FBgn0038548,FBtr0083527,FBpp0082951
Q9VEF5,CG7379-PA,FBgn0038546,FBtr0083529,FBpp0082953
Q9VEG1,TyrR-PA,FBgn0038542,FBtr0083532,FBpp0082956
Q9VEG1,TyrR-PB,FBgn0038542,FBtr0344474,FBpp0310845
Q9VEG1,TyrR-PC,FBgn0038542,FBtr0346161,FBpp0311989
Q9VEG5,Atg8b-PA,FBgn0038539,FBtr0083533,FBpp0082957
Q9VEG5,Atg8b-PB,FBgn0038539,FBtr0346730,FBpp0312339
Q9VED8,DNaseII-PA,FBgn0000477,FBtr0083538,FBpp0082962
Q9VED7,CG7785-PA,FBgn0038564,FBtr0083539,FBpp0082963
Q9VED6,CG7794-PA,FBgn0038565,FBtr0083540,FBpp0082964
Q9VED4,bard-PA,FBgn0038566,FBtr0083541,FBpp0082965
Q9VED3,sr-PA,FBgn0003499,FBtr0083542,FBpp0082966
Q8IN91,sr-PB,FBgn0003499,FBtr0083543,FBpp0082967
E1JIP0,sr-PC,FBgn0003499,FBtr0301615,FBpp0290830
A0A0B4KGW2,sr-PD,FBgn0003499,FBtr0330050,FBpp0303083
Q8IN91,sr-PE,FBgn0003499,FBtr0344633,FBpp0310950
Q9VED2,CG14316-PA,FBgn0038567,FBtr0083546,FBpp0082968
Q9VED1,CG14315-PA,FBgn0038568,FBtr0083547,FBpp0082969
Q07407,htl-PB,FBgn0010389,FBtr0083548,FBpp0082970
Q07407,htl-PA,FBgn0010389,FBtr0083549,FBpp0082971
Q07407,htl-PC,FBgn0010389,FBtr0083550,FBpp0082972
Q9V3L6,Cbp20-PA,FBgn0022943,FBtr0083551,FBpp0082973
Q0KI58,wrd-PE,FBgn0042693,FBtr0083553,FBpp0082975
Q8IN90,wrd-PC,FBgn0042693,FBtr0083554,FBpp0082976
Q9VEC6,wrd-PA,FBgn0042693,FBtr0083555,FBpp0082977
Q8IN89,wrd-PB,FBgn0042693,FBtr0083556,FBpp0082978
Q0KI58,wrd-PD,FBgn0042693,FBtr0083552,FBpp0082974
Q5BIJ2,wrd-PK,FBgn0042693,FBtr0290319,FBpp0288758
B7Z0L6,wrd-PJ,FBgn0042693,FBtr0290320,FBpp0288759
B7Z0L7,wrd-PI,FBgn0042693,FBtr0290321,FBpp0288760
Q0KI58,wrd-PL,FBgn0042693,FBtr0305032,FBpp0293569
Q0KI58,wrd-PM,FBgn0042693,FBtr0305033,FBpp0293570
Q0KI58,wrd-PN,FBgn0042693,FBtr0305034,FBpp0293571
Q5BIJ2,wrd-PO,FBgn0042693,FBtr0306646,FBpp0297601
A0A0B4KHP7,wrd-PP,FBgn0042693,FBtr0336466,FBpp0307569
A0A0B4KHB9,wrd-PQ,FBgn0042693,FBtr0336467,FBpp0307570
Q9VEC3,Arp5-PA,FBgn0038576,FBtr0083557,FBpp0082979
Q9VEC3,Arp5-PB,FBgn0038576,FBtr0336468,FBpp0307571
Q9VEC1,MED17-PA,FBgn0038578,FBtr0083558,FBpp0082980
Q9VEB8,CG7985-PA,FBgn0028499,FBtr0083559,FBpp0082981
Q9VEB8,CG7985-PB,FBgn0028499,FBtr0336469,FBpp0307572
Q9VEB7,CG14314-PA,FBgn0038581,FBtr0083560,FBpp0082982
Q9VEB5,CG7988-PA,FBgn0038582,FBtr0083561,FBpp0082983
Q9VEB3,Non3-PA,FBgn0038585,FBtr0083562,FBpp0082984
Q7KSE4,repo-PA,FBgn0011701,FBtr0083564,FBpp0082986
P92177,14-3-3epsilon-PA,FBgn0020238,FBtr0083565,FBpp0082987
FBpp0082988,14-3-3epsilon-PB,FBgn0020238,FBtr0083566,FBpp0082988
FBpp0082989,14-3-3epsilon-PC,FBgn0020238,FBtr0083567,FBpp0082989
FBpp0082990,14-3-3epsilon-PD,FBgn0020238,FBtr0083568,FBpp0082990
Q9VEA7,CG18598-PA,FBgn0038589,FBtr0083569,FBpp0082991
Q9VEA3,CG18599-PA,FBgn0038592,FBtr0083571,FBpp0082993
Q9VEA1,eIF1A-PA,FBgn0026250,FBtr0083572,FBpp0082994
Q9VEA1,eIF1A-PB,FBgn0026250,FBtr0083573,FBpp0089421
Q9VEA1,eIF1A-PC,FBgn0026250,FBtr0343927,FBpp0310418
Q9VE98,CG8064-PA,FBgn0038597,FBtr0083574,FBpp0082995
Q94524,Dlc90F-PA,FBgn0024432,FBtr0083575,FBpp0082996
Q9VE87,hmw-PA,FBgn0038607,FBtr0083576,FBpp0082997
Q9VE85,Nup43-PA,FBgn0038609,FBtr0083577,FBpp0082998
Q9VE79,CG14309-PA,FBgn0038611,FBtr0083580,FBpp0083001
Q8T0J5,CG7675-PA,FBgn0038610,FBtr0083581,FBpp0083002
Q9VE80,CG7675-PB,FBgn0038610,FBtr0083582,FBpp0083003
Q8T0J5,CG7675-PC,FBgn0038610,FBtr0083583,FBpp0083004
Q9VE80,CG7675-PD,FBgn0038610,FBtr0344550,FBpp0310903
Q8T0J5,CG7675-PE,FBgn0038610,FBtr0344551,FBpp0310904
Q9VE86,WRNexo-PA,FBgn0038608,FBtr0083586,FBpp0083007
E8NH59,WRNexo-PC,FBgn0038608,FBtr0339976,FBpp0308997
E1JIP3,WRNexo-PB,FBgn0038608,FBtr0302307,FBpp0291513
Q9VE88,CG15803-PB,FBgn0038606,FBtr0302308,FBpp0291514
A0A0B4LIC4,CG15803-PC,FBgn0038606,FBtr0345256,FBpp0311433
Q9VE91,PKD-PA,FBgn0038603,FBtr0083589,FBpp0083010
Q9VE91,PKD-PB,FBgn0038603,FBtr0083590,FBpp0083011
Q9VE91,PKD-PC,FBgn0038603,FBtr0083591,FBpp0083012
Q9VE91,PKD-PD,FBgn0038603,FBtr0083592,FBpp0083013
Q9VE91,PKD-PE,FBgn0038603,FBtr0290023,FBpp0288462
Q9VE91,PKD-PF,FBgn0038603,FBtr0330312,FBpp0303344
A0A0B4KHC3,PKD-PG,FBgn0038603,FBtr0330313,FBpp0303345
A0A0B4KGF0,PKD-PH,FBgn0038603,FBtr0337036,FBpp0307965
A0A0B4KGF0,PKD-PI,FBgn0038603,FBtr0337037,FBpp0307966
NP_650709,CG7126-PB,FBgn0038602,FBtr0479903,FBpp0428236
Q9VE94,Polr1E-PA,FBgn0038601,FBtr0083594,FBpp0083015
Q9VE96,l(3)05822-PA,FBgn0010877,FBtr0083595,FBpp0083016
Q9VE96,l(3)05822-PB,FBgn0010877,FBtr0083596,FBpp0083017
Q9VE96,l(3)05822-PC,FBgn0010877,FBtr0334313,FBpp0306428
Q9VE96,l(3)05822-PD,FBgn0010877,FBtr0334314,FBpp0306429
Q9VE97,CG7131-PA,FBgn0038598,FBtr0083597,FBpp0083018
Q9VE99,CG14312-PA,FBgn0038596,FBtr0083599,FBpp0083020
Q9VEA0,CG7142-PA,FBgn0038595,FBtr0083600,FBpp0083021
Q9VEA2,Vps39-PA,FBgn0038593,FBtr0083601,FBpp0083022
Q9VEA6,CG12320-PA,FBgn0038590,FBtr0083605,FBpp0083025
Q9VEA6,CG12320-PB,FBgn0038590,FBtr0347215,FBpp0312513
Q9VEA9,CG7156-PA,FBgn0038588,FBtr0083606,FBpp0083026
Q9VEB2,CG7168-PA,FBgn0038586,FBtr0083608,FBpp0083028
Q9VEB4,mTerf5-PA,FBgn0038584,FBtr0083609,FBpp0083029
Q9VEB6,CG7183-PA,FBgn0038583,FBtr0083610,FBpp0083030
Q9VEB6,CG7183-PB,FBgn0038583,FBtr0336471,FBpp0307574
Q9VEB9,Ssdp-PA,FBgn0011481,FBtr0083611,FBpp0083031
Q9VEB9,Ssdp-PB,FBgn0011481,FBtr0083612,FBpp0083032
Q9VEB9,Ssdp-PC,FBgn0011481,FBtr0083613,FBpp0083033
A0A0B4KGW6,Ssdp-PD,FBgn0011481,FBtr0330051,FBpp0303084
Q9VEC0,CG14313-PA,FBgn0038579,FBtr0083615,FBpp0083035
Q9VEC2,CG12321-PA,FBgn0038577,FBtr0083616,FBpp0083036
Q9VED0,CG7218-PA,FBgn0038569,FBtr0083623,FBpp0083043
Q9VED0,CG7218-PB,FBgn0038569,FBtr0344646,FBpp0310956
Q9VE78,cona-PA,FBgn0038612,FBtr0083624,FBpp0083044
Q9VE71,CG7685-PA,FBgn0038619,FBtr0083630,FBpp0083050
A0A0B4KHC7,CG7685-PB,FBgn0038619,FBtr0333830,FBpp0305964
Q9VE63,CG7691-PA,FBgn0038626,FBtr0083631,FBpp0083051
Q9VE61,CG7694-PA,FBgn0038627,FBtr0083632,FBpp0083052
Q9VE61,CG7694-PB,FBgn0038627,FBtr0290211,FBpp0288650
Q9VE61,CG7694-PC,FBgn0038627,FBtr0344291,FBpp0310695
Q9VE58,CG14305-PA,FBgn0038630,FBtr0083634,FBpp0083054
Q9VE58,CG14305-PC,FBgn0038630,FBtr0083636,FBpp0083056
Q9VE58,CG14305-PD,FBgn0038630,FBtr0305956,FBpp0297098
Q7KSD3,fray-PA,FBgn0023083,FBtr0083637,FBpp0083057
Q7KSD3,fray-PB,FBgn0023083,FBtr0083638,FBpp0083058
Q7KSD3,fray-PC,FBgn0023083,FBtr0290107,FBpp0288546
Q7KSD3,fray-PE,FBgn0023083,FBtr0290209,FBpp0288648
Q7KSD3,fray-PF,FBgn0023083,FBtr0290210,FBpp0288649
Q7KSD3,fray-PG,FBgn0023083,FBtr0344290,FBpp0310694
Q7KSD3,fray-PI,FBgn0023083,FBtr0347418,FBpp0312568
NP_001303449,fray-PJ,FBgn0023083,FBtr0479756,FBpp0428099
Q9VE59,CG14304-PA,FBgn0038629,FBtr0083639,FBpp0083059
Q9VE59,CG14304-PB,FBgn0038629,FBtr0114497,FBpp0112989
D0IQF4,CG14304-PC,FBgn0038629,FBtr0305957,FBpp0297099
FBpp0089355,fru-PI,FBgn0004652,FBtr0083648,FBpp0089355
FBpp0089356,fru-PJ,FBgn0004652,FBtr0083649,FBpp0089356
FBpp0089357,fru-PK,FBgn0004652,FBtr0083650,FBpp0089357
FBpp0089358,fru-PL,FBgn0004652,FBtr0083651,FBpp0089358
FBpp0089359,fru-PM,FBgn0004652,FBtr0083652,FBpp0089359
FBpp0083060,fru-PH,FBgn0004652,FBtr0083640,FBpp0083060
FBpp0083061,fru-PB,FBgn0004652,FBtr0083641,FBpp0083061
FBpp0083062,fru-PC,FBgn0004652,FBtr0083642,FBpp0083062
Q8IN81,fru-PE,FBgn0004652,FBtr0083643,FBpp0083063
FBpp0083064,fru-PF,FBgn0004652,FBtr0083644,FBpp0083064
FBpp0083065,fru-PG,FBgn0004652,FBtr0083645,FBpp0083065
FBpp0083066,fru-PA,FBgn0004652,FBtr0083646,FBpp0083066
FBpp0083067,fru-PD,FBgn0004652,FBtr0083647,FBpp0083067
E1JIP5,fru-PN,FBgn0004652,FBtr0301284,FBpp0290499
A0A0B4KG97,fru-PO,FBgn0004652,FBtr0330040,FBpp0303073
Q8MQJ5,CG31122-PB,FBgn0051122,FBtr0301432,FBpp0290647
A0A0B4KGF5,CG31122-PC,FBgn0051122,FBtr0333831,FBpp0305965
FBpp0423141,CG31122-PD,FBgn0051122,FBtr0474142,FBpp0423141
Q9VE68,CG10864-PA,FBgn0038621,FBtr0083654,FBpp0083069
Q9VE73,Wdr37-PA,FBgn0038617,FBtr0083655,FBpp0083070
Q9VE75,Vha100-2-PB,FBgn0028670,FBtr0083656,FBpp0083071
Q9VE75,Vha100-2-PA,FBgn0028670,FBtr0083657,FBpp0083072
Q9VE77,Vha100-4-PA,FBgn0038613,FBtr0083658,FBpp0083073
Q9VE50,Gos28-PA,FBgn0044871,FBtr0083661,FBpp0083076
Q8IN79,CG31231-PA,FBgn0051231,FBtr0083662,FBpp0083077
Q8IN78,CG31229-PA,FBgn0051229,FBtr0083663,FBpp0083078
Q9VE49,CG7702-PA,FBgn0038638,FBtr0083664,FBpp0083079
Q9VE49,CG7702-PB,FBgn0038638,FBtr0083665,FBpp0083080
Q1WWA2,CG31230-PA,FBgn0051230,FBtr0083666,FBpp0083081
E2QCZ5,CG7706-PA,FBgn0038640,FBtr0083667,FBpp0083082
Q9VE46,ChT-PA,FBgn0038641,FBtr0083668,FBpp0083083
Q9VE46,ChT-PB,FBgn0038641,FBtr0083669,FBpp0083084
Q8T959,CG31226-PA,FBgn0051226,FBtr0083675,FBpp0083090
Q8T959,CG31226-PB,FBgn0051226,FBtr0083676,FBpp0083091
Q9VE32,Octalpha2R-PA,FBgn0038653,FBtr0083677,FBpp0083092
A0A0B4KHQ6,Octalpha2R-PC,FBgn0038653,FBtr0332809,FBpp0305032
A0A0B4KHD0,Octalpha2R-PB,FBgn0038653,FBtr0330029,FBpp0303062
Q7K3Q2,CG7720-PB,FBgn0038652,FBtr0083678,FBpp0083093
Q7K3Q2,CG7720-PA,FBgn0038652,FBtr0083679,FBpp0083094
Q7K3Q2,CG7720-PC,FBgn0038652,FBtr0301199,FBpp0290417
Q7K3Q2,CG7720-PD,FBgn0038652,FBtr0301200,FBpp0290418
Q7K3Q2,CG7720-PE,FBgn0038652,FBtr0301201,FBpp0290419
Q7K3Q2,CG7720-PF,FBgn0038652,FBtr0339167,FBpp0308311
Q8SYL0,PGS1-PA,FBgn0038649,FBtr0083682,FBpp0083097
Q8MSQ4,Mekk1-PB,FBgn0024329,FBtr0083684,FBpp0083099
Q9VE37,Mekk1-PD,FBgn0024329,FBtr0331353,FBpp0303771
Q9VE39,CG7715-PA,FBgn0038646,FBtr0083685,FBpp0083100
Q9VE40,CG7714-PA,FBgn0038645,FBtr0083686,FBpp0083101
Q9VE45,Muc91C-PA,FBgn0038642,FBtr0083687,FBpp0083102
A0A0B4LID0,Muc91C-PB,FBgn0038642,FBtr0345269,FBpp0311446
Q9VE56,CG14301-PB,FBgn0038632,FBtr0290199,FBpp0288638
Q9VE57,CG7695-PA,FBgn0038631,FBtr0083694,FBpp0083108
Q9VE31,CG14298-PA,FBgn0038654,FBtr0083695,FBpp0083109
Q9VE31,CG14298-PB,FBgn0038654,FBtr0334521,FBpp0306588
Q9VE30,CG14297-PA,FBgn0038655,FBtr0083696,FBpp0083110
P08099,Rh2-PA,FBgn0003248,FBtr0083697,FBpp0083111
Q8T390,EndoA-PA,FBgn0038659,FBtr0083698,FBpp0083112
Q8T390,EndoA-PB,FBgn0038659,FBtr0083699,FBpp0083113
Q8T390,EndoA-PC,FBgn0038659,FBtr0334522,FBpp0306589
Q9XZT6,dnk-PA,FBgn0022338,FBtr0083707,FBpp0083121
Q9XZT6,dnk-PB,FBgn0022338,FBtr0321263,FBpp0302815
Q9VE11,CG14286-PA,FBgn0038673,FBtr0083710,FBpp0083124
Q9VE10,CG14285-PA,FBgn0038674,FBtr0083711,FBpp0083125
Q9V3L7,NP15.6-PA,FBgn0027785,FBtr0083712,FBpp0083126
Q9V3F8,P5cr-PA,FBgn0015781,FBtr0083713,FBpp0083127
Q9VE08,CG6013-PA,FBgn0038675,FBtr0083714,FBpp0083128
Q9VE07,CG6026-PB,FBgn0038676,FBtr0273301,FBpp0271809
Q9VE06,cdi-PA,FBgn0004876,FBtr0083716,FBpp0083130
A0A0B4K689,cdi-PB,FBgn0004876,FBtr0305321,FBpp0293864
Q9V437,Prp18-PA,FBgn0027784,FBtr0083717,FBpp0083131
Q9VE12,CG6005-PA,FBgn0038672,FBtr0083719,FBpp0083133
Q9VE12,CG6005-PB,FBgn0038672,FBtr0343992,FBpp0310441
Q9VE18,Smu1-PA,FBgn0038666,FBtr0083721,FBpp0083135
Q9VE18,Smu1-PB,FBgn0038666,FBtr0304689,FBpp0293232
Q9VE18,Smu1-PC,FBgn0038666,FBtr0304690,FBpp0293233
Q9VE19,euc-PA,FBgn0038665,FBtr0083722,FBpp0083136
A0A0B4K7H3,euc-PB,FBgn0038665,FBtr0304691,FBpp0293234
Q7KSC4,Mpc1-PB,FBgn0038662,FBtr0083723,FBpp0083137
Q7KSC4,Mpc1-PC,FBgn0038662,FBtr0334525,FBpp0306592
Q9VE24,Sgsh-PA,FBgn0038660,FBtr0083724,FBpp0083138
Q9VE26,CG14292-PA,FBgn0038658,FBtr0083725,FBpp0083139
Q8T975,CG14294-PA,FBgn0038656,FBtr0083726,FBpp0083140
Q24251,ATPsynD-PB,FBgn0016120,FBtr0083727,FBpp0083141
Q24251,ATPsynD-PA,FBgn0016120,FBtr0083728,FBpp0083142
Q24251,ATPsynD-PC,FBgn0016120,FBtr0346155,FBpp0311983
Q9VE02,CG6040-PA,FBgn0038679,FBtr0083729,FBpp0083143
Q9VE01,Cyp12a5-PA,FBgn0038680,FBtr0083730,FBpp0083144
Q9VE00,Cyp12a4-PA,FBgn0038681,FBtr0083731,FBpp0083145
P25724,nos-PA,FBgn0002962,FBtr0083732,FBpp0083146
A0A0B4KGY5,nos-PB,FBgn0002962,FBtr0335019,FBpp0307025
Q9VDZ3,sqz-PA,FBgn0010768,FBtr0083733,FBpp0083147
Q9VDZ2,CG14282-PA,FBgn0038685,FBtr0083734,FBpp0083148
Q9VDY9,myd-PA,FBgn0051475,FBtr0083735,FBpp0083149
Q9VDY9,myd-PB,FBgn0051475,FBtr0332539,FBpp0304806
O77059,cry-PA,FBgn0025680,FBtr0083736,FBpp0083150
Q9VDY6,Polr2M-PA,FBgn0038692,FBtr0083737,FBpp0083151
Q9VDY3,CG14280-PA,FBgn0038695,FBtr0083738,FBpp0083152
Q9VDY3,CG14280-PB,FBgn0038695,FBtr0346143,FBpp0311971
P10041,Dl-PA,FBgn0000463,FBtr0083739,FBpp0083153
P10041,Dl-PB,FBgn0000463,FBtr0083740,FBpp0083154
P10041,Dl-PC,FBgn0000463,FBtr0304658,FBpp0293200
Q9VDY4,CG5217-PA,FBgn0038694,FBtr0083741,FBpp0083155
E1JIP9,unc79-PB,FBgn0038693,FBtr0301692,FBpp0290906
Q9VDY5,unc79-PC,FBgn0038693,FBtr0301693,FBpp0290907
E1JIQ0,unc79-PD,FBgn0038693,FBtr0301694,FBpp0290908
A0A0B4LID2,unc79-PE,FBgn0038693,FBtr0344552,FBpp0310905
A0A0B4LHB4,unc79-PF,FBgn0038693,FBtr0344553,FBpp0310906
Q9VDY7,CG5250-PA,FBgn0038691,FBtr0083743,FBpp0083157
Q9V3Q7,CG11703-PA,FBgn0038690,FBtr0083744,FBpp0083158
Q9VDZ1,CG5555-PA,FBgn0038686,FBtr0083746,FBpp0083160
A0A0B4KHR2,CG5555-PB,FBgn0038686,FBtr0332165,FBpp0304474
Q9VE04,mRpL55-PA,FBgn0038678,FBtr0083754,FBpp0083168
Q8SXS7,CG3734-PA,FBgn0038700,FBtr0083755,FBpp0083169
Q8SXS7,CG3734-PB,FBgn0038700,FBtr0339152,FBpp0308296
Q9VDX6,CG18493-PA,FBgn0038701,FBtr0083756,FBpp0083170
Q9VDX5,CG3739-PB,FBgn0038702,FBtr0339153,FBpp0308297
Q8MSG8,CG5316-PC,FBgn0038704,FBtr0083758,FBpp0083172
FBpp0083173,CG5316-PA,FBgn0038704,FBtr0083759,FBpp0083173
Q8MSG8,CG5316-PB,FBgn0038704,FBtr0083760,FBpp0083174
FBpp0401601,CG5316-PE,FBgn0038704,FBtr0445726,FBpp0401601
Q9VDX1,CG11626-PB,FBgn0038705,FBtr0113247,FBpp0112159
NP_001369023,CG11626-PC,FBgn0038705,FBtr0479737,FBpp0428080
Q9VDW5,CG15025-PA,FBgn0038709,FBtr0083768,FBpp0083182
Q9VDW7,Scsalpha2-PA,FBgn0038708,FBtr0083769,FBpp0083183
Q9VDW9,CG3517-PA,FBgn0038706,FBtr0083770,FBpp0083184
Q9VDX4,CG31244-PA,FBgn0051244,FBtr0083772,FBpp0083186
Q9VDX9,CG31245-PA,FBgn0051245,FBtr0083773,FBpp0083187
Q8IN72,CG31404-PA,FBgn0051404,FBtr0083774,FBpp0083188
Q9VDY0,CG3581-PA,FBgn0038697,FBtr0083775,FBpp0083189
Q9VDW0,CG7333-PB,FBgn0038715,FBtr0114553,FBpp0113045
Q9VDV9,CG7342-PA,FBgn0038716,FBtr0083777,FBpp0083191
Q9VDV9,CG7342-PB,FBgn0038716,FBtr0304745,FBpp0293287
Q9VDV7,CG17752-PA,FBgn0038718,FBtr0083779,FBpp0083193
Q9VDV6,CG16727-PA,FBgn0038719,FBtr0083780,FBpp0083194
Q9VDV3,Nup58-PA,FBgn0038722,FBtr0083781,FBpp0083195
Q8IN70,CG31220-PB,FBgn0051220,FBtr0302358,FBpp0291554
A8JR43,CG31219-PB,FBgn0051219,FBtr0113400,FBpp0112312
Q9VDU9,ort-PA,FBgn0003011,FBtr0083784,FBpp0083198
Q9VDU8,CG7432-PB,FBgn0038727,FBtr0301213,FBpp0290431
Q9VDU7,Naam-PA,FBgn0051216,FBtr0083786,FBpp0083200
Q9VDU7,Naam-PB,FBgn0051216,FBtr0335415,FBpp0307398
Q9VDU2,Acsx2-PA,FBgn0038732,FBtr0083789,FBpp0083203
Q9VDU1,Acsx3-PA,FBgn0038733,FBtr0083790,FBpp0083204
Q9VDU0,Acsx4-PA,FBgn0038734,FBtr0083791,FBpp0083205
Q9VDU3,Acsx1R-PA,FBgn0038731,FBtr0083797,FBpp0083208
Q9VDU4,Acsx1L-PA,FBgn0038730,FBtr0083798,FBpp0083209
Q9VDV0,CG6184-PA,FBgn0038725,FBtr0083801,FBpp0083211
Q8IN69,CG6184-PE,FBgn0038725,FBtr0345270,FBpp0311447
A0A0C4FEI3,CG6184-PF,FBgn0038725,FBtr0345271,FBpp0311448
Q9VDV2,CG6195-PA,FBgn0038723,FBtr0083803,FBpp0083213
Q9VDV4,subdued-PA,FBgn0038721,FBtr0083805,FBpp0083215
Q8IN71,subdued-PB,FBgn0038721,FBtr0083806,FBpp0083216
A0A0B4JCY1,subdued-PD,FBgn0038721,FBtr0302492,FBpp0291654
Q8IN71,subdued-PE,FBgn0038721,FBtr0334921,FBpp0306941
A0A0B4KGH4,subdued-PF,FBgn0038721,FBtr0334922,FBpp0306942
Q9VDV5,CG6231-PC,FBgn0038720,FBtr0083807,FBpp0083217
Q9VDV5,CG6231-PD,FBgn0038720,FBtr0083808,FBpp0083218
Q9VDV5,CG6231-PB,FBgn0038720,FBtr0083809,FBpp0083219
Q9VDV5,CG6231-PA,FBgn0038720,FBtr0083810,FBpp0083220
Q9VDV5,CG6231-PE,FBgn0038720,FBtr0334923,FBpp0306943
Q9VDV5,CG6231-PF,FBgn0038720,FBtr0334924,FBpp0306944
Q8IN66,CG31459-PA,FBgn0051459,FBtr0083812,FBpp0083222
Q8IN65,MICU3-PB,FBgn0038735,FBtr0083814,FBpp0083224
Q9VDT8,MICU3-PA,FBgn0038735,FBtr0083813,FBpp0083223
A0A0B4KHF1,MICU3-PD,FBgn0038735,FBtr0335008,FBpp0307016
A0A0B4KGH7,MICU3-PE,FBgn0038735,FBtr0335009,FBpp0307017
A0A0B4KGC9,MICU3-PF,FBgn0038735,FBtr0335010,FBpp0307018
E1JIQ4,MICU3-PC,FBgn0038735,FBtr0301116,FBpp0290338
Q9VDT6,Mrm2-PA,FBgn0038737,FBtr0083815,FBpp0083225
Q9VDT4,CG4686-PA,FBgn0038739,FBtr0083816,FBpp0083226
Q9VDT4,CG4686-PB,FBgn0038739,FBtr0334307,FBpp0306422
Q9VDT1,Arc42-PA,FBgn0038742,FBtr0083817,FBpp0083227
Q7KSB7,Ask1-PB,FBgn0014006,FBtr0083819,FBpp0089256
Q9VDS9,Ask1-PC,FBgn0014006,FBtr0300256,FBpp0289484
Q9I7J1,CG4733-PB,FBgn0038744,FBtr0301117,FBpp0290339
A0A0B4LHF0,CG4733-PE,FBgn0038744,FBtr0344260,FBpp0310665
Q9I7J1,CG4733-PC,FBgn0038744,FBtr0308828,FBpp0300985
Q9I7J1,CG4733-PD,FBgn0038744,FBtr0308829,FBpp0300986
Q9VDS5,RhoGAP92B-PA,FBgn0038747,FBtr0083821,FBpp0083230
A0A0B4LHC1,RhoGAP92B-PB,FBgn0038747,FBtr0344351,FBpp0310727
A0A0B4LHC3,RhoGAP92B-PC,FBgn0038747,FBtr0344352,FBpp0310728
A0A0B4LHN0,RhoGAP92B-PD,FBgn0038747,FBtr0344353,FBpp0310729
Q9VDS5,RhoGAP92B-PE,FBgn0038747,FBtr0344354,FBpp0310730
Q9VDS1,CG4770-PA,FBgn0038751,FBtr0083822,FBpp0083231
Q9VDR5,CG4783-PA,FBgn0038756,FBtr0083823,FBpp0083232
A0A0B4LIE1,CG4783-PB,FBgn0038756,FBtr0344285,FBpp0310690
Q9VDR4,CG31213-PB,FBgn0051213,FBtr0335241,FBpp0307228
Q9VDR4,CG31213-PC,FBgn0051213,FBtr0335242,FBpp0307229
Q9VDR1,MED25-PA,FBgn0038760,FBtr0083825,FBpp0083234
Q9VDQ5,CG4854-PA,FBgn0038766,FBtr0083830,FBpp0083239
Q9VDQ3,CG4936-PA,FBgn0038768,FBtr0083831,FBpp0083240
Q9VDP8,mdlc-PA,FBgn0038772,FBtr0083835,FBpp0083244
Q7KSB5,CG4390-PB,FBgn0038771,FBtr0083836,FBpp0083245
Q9VDP9,CG4390-PA,FBgn0038771,FBtr0083837,FBpp0083246
Q8SXH7,CG17193-PA,FBgn0040571,FBtr0083838,FBpp0083247
Q8SXH7,CG17193-PB,FBgn0040571,FBtr0300810,FBpp0290034
Q8SXH7,CG17193-PC,FBgn0040571,FBtr0344607,FBpp0310938
Q8T0D9,Regnase-1-PA,FBgn0038769,FBtr0083839,FBpp0083248
