	uniprot	flybase
3879	M9NF14	FBgn0285926
3880	P41094	FBgn0010411
3881	Q9W513	FBgn0040899
3882	Q9W0E2	FBgn0035228
3883	A0A0B4KFQ0	FBgn0266717
3884	A0A0B4KG50	FBgn0266717
3885	A0A0B4KGR9	FBgn0266717
3886	Q9VH01	FBgn0266717
3887	P31007	FBgn0001624
3888	Q9VZS7	FBgn0035420
3889	C0HK95	FBgn0266451
3890	Q95RQ8	FBgn0034878
3891	Q9W1N1	FBgn0034878
3892	P51140	FBgn0000499
3893	A0A0B4JCV4	FBgn0026620
3894	A0A0B4JD97	FBgn0026620
3895	A0A0B4K6I7	FBgn0026620
3896	A0A0B4KFK1	FBgn0026620
3897	Q86BB5	FBgn0026620
3898	Q8IPN1	FBgn0026620
3899	Q95TU9	FBgn0026620
3900	Q9VN51	FBgn0026620
3901	Q9V3C6	FBgn0040367
3902	Q9VJ19	FBgn0086710
3903	M9NF18	FBgn0030320
3904	Q9VYW5	FBgn0030320
3905	A1Z8L8	FBgn0033635
3906	D3DMU9	FBgn0033635
3907	J7K3P9	FBgn0033635
3908	Q95TS2	FBgn0033635
3909	A1ZBD6	FBgn0034389
3910	A1ZBD6	FBgn0034389
3911	A1ZBD6	FBgn0034389
3912	A1Z9A8	FBgn0033816
3913	Q9VJ45	FBgn0027070
3914	Q9VYT3	FBgn0030344
3915	Q8I725	FBgn0037370
3916	A0A0B4KEQ1	FBgn0005619
3917	Q05733	FBgn0005619
3918	O61722	FBgn0024734
3919	Q9VR30	FBgn0031632
3920	Q9V3G6	FBgn0260444
3921	P41043	FBgn0010226
3922	Q86PF5	FBgn0032447
3923	Q8SY07	FBgn0032447
3924	X2JDZ1	FBgn0032447
3925	M9MSM5	FBgn0025641
3926	Q7YZA4	FBgn0025641
3927	Q8IRY0	FBgn0025641
3928	Q9VEU9	FBgn0038432
3929	M9PDX8	FBgn0032946
3930	M9MSK3	FBgn0262733
3931	X2JCI2	FBgn0262733
3932	Q7K738	FBgn0026316
3933	Q9VAL7	FBgn0015622
3934	A4V4T4	FBgn0003654
3935	E8NH77	FBgn0003654
3936	Q24246	FBgn0003654
3937	Q24246	FBgn0003654
3938	Q24246	FBgn0003654
3939	Q24246	FBgn0003654
3940	Q24246	FBgn0003654
3941	Q24246	FBgn0003654
3942	Q24246	FBgn0003654
3943	Q24246	FBgn0003654
3944	Q24246	FBgn0003654
3945	X2JLF7	FBgn0003654
3946	Q9VIU4	FBgn0053116
3947	Q9VQ93	FBgn0267378
3948	M9MRJ4	FBgn0261836
3949	P22979	FBgn0001229
3950	Q960Q8	FBgn0035027
3951	O76927	FBgn0015521
3952	O76927	FBgn0015521
3953	Q8IMV6	FBgn0039229
3954	M9NDE3	FBgn0031571
3955	M9NDE3	FBgn0031571
3956	Q9W1G0	FBgn0023477
3957	Q8MLQ7	FBgn0034909
3958	Q9VSF2	FBgn0035851
3959	P32866	FBgn0261988
3960	Q86BY9	FBgn0250850
3961	Q9VRJ4	FBgn0035588
3962	Q7KND8	FBgn0026326
3963	Q9VRU1	FBgn0035679
3964	Q7K4B3	FBgn0033540
3965	Q9VH85	FBgn0037736
3966	Q8IR72	FBgn0052638
3967	Q9V455	FBgn0027338
3968	P10674	FBgn0285925
3969	E1JHP9	FBgn0031213
3970	Q9VPI6	FBgn0031213
3971	Q9VML9	FBgn0085410
3972	R4GRV6	FBgn0085410
3973	Q7KSU3	FBgn0037638
3974	Q9VHK5	FBgn0037638
3975	Q27594	FBgn0013771
3976	Q60GL7	FBgn0034521
3977	Q9W0K2	FBgn0035187
3978	Q9VBT7	FBgn0039311
3979	Q7JW07	FBgn0033547
3980	Q9VQL1	FBgn0031497
3981	M9MRW0	FBgn0261934
3982	M9PEI6	FBgn0261934
3983	Q8IQ71	FBgn0261934
3984	B7Z153	FBgn0259245
3985	A1Z9X4	FBgn0287864
3986	Q8MRA3	FBgn0287864
3987	P32392	FBgn0262716
3988	P91622	FBgn0017558
3989	A0A0B4JDC8	FBgn0261859
3990	Q9VFD3	FBgn0261859
3991	Q9VZG8	FBgn0040697
3992	M9PFR8	FBgn0042177
3993	Q9I7R5	FBgn0042178
3994	Q9VV82	FBgn0042177
3995	M9PI38	FBgn0052521
3996	Q9VRF8	FBgn0052521
3997	A8Y4V5	FBgn0069969
3998	A0A0B4LF75	FBgn0004839
3999	Q6AWJ9	FBgn0004839
4000	Q9VXA3	FBgn0024941
4001	Q9VPB7	FBgn0037021
4002	Q9VCC3	FBgn0039159
4003	A0A0B4K6B1	FBgn0053547
4004	A0A0B4K6M2	FBgn0053547
4005	Q8T0J5	FBgn0038610
4006	Q9VE80	FBgn0038610
4007	Q9W3U9	FBgn0029915
4008	X2JAQ5	FBgn0029915
4009	P13677	FBgn0004784
4010	Q9VZ82	FBgn0027085
4011	A8JNJ9	FBgn0004875
4012	M9PBM2	FBgn0004875
4013	M9PE05	FBgn0004875
4014	M9PH77	FBgn0004875
4015	Q8MSX1	FBgn0004875
4016	Q8MSX1	FBgn0004875
4017	Q8MSX1	FBgn0004875
4018	Q0KI98	FBgn0010803
4019	A0A0B4K7T7	FBgn0023172
4020	A0A0B4LFF8	FBgn0023172
4021	A1ZAN6	FBgn0023172
4022	A1ZAN7	FBgn0023172
4023	Q8SWX8	FBgn0038039
4024	Q9VG80	FBgn0038039
4025	A1ZAN2	FBgn0034180
4026	A4UZL2	FBgn0034180
4027	A4UZL3	FBgn0034180
4028	B7YZI1	FBgn0034180
4029	A0A6M3Q7U3	FBgn0010414
4030	P51905	FBgn0010414
4031	Q9V3C1	FBgn0041174
4032	M9PF14	FBgn0041775
4033	M9PF20	FBgn0041775
4034	M9PI44	FBgn0041775
4035	Q9VTZ0	FBgn0041775
4036	A0A0B4KFZ6	FBgn0020299
4037	A0A0B4KGP0	FBgn0020299
4038	Q1WWH6	FBgn0020299
4039	Q9VFH9	FBgn0020299
4040	Q9VFI0	FBgn0020299
4041	Q9VDC9	FBgn0038870
4042	Q24323	FBgn0011260
4043	Q24323	FBgn0011260
4044	Q24323	FBgn0011260
4045	Q24323	FBgn0011260
4046	Q9VU17	FBgn0036316
4047	A1Z934	FBgn0033761
4048	Q9W3Q0	FBgn0029959
4049	Q8MT58	FBgn0287767
4050	A1ZBC7	FBgn0034381
4051	A1ZBC8	FBgn0034381
4052	A0A0B4LGA0	FBgn0053143
4053	A0A0B4LGC7	FBgn0053143
4054	Q8SWQ8	FBgn0053143
4055	Q9W233	FBgn0053143
4056	A0A0B4KG01	FBgn0035010
4057	Q9W167	FBgn0035010
4058	Q7JWS8	FBgn0039532
4059	Q9VR38	FBgn0031640
4060	M9PCL6	FBgn0000565
4061	M9PI66	FBgn0000565
4062	P08761	FBgn0000565
4063	P08761	FBgn0000565
4064	Q7KUM8	FBgn0000565
4065	D0IQL4	FBgn0261514
4066	Q8IP58	FBgn0261514
4067	Q9NHD5	FBgn0024188
4068	Q9U6Y9	FBgn0015925
4069	Q9U6Y9	FBgn0015925
4070	A1ZBN5	FBgn0034459
4071	Q9VCY3	FBgn0028837
4072	Q9VW13	FBgn0036888
4073	Q9VU08	FBgn0052113
4074	Q9V6K3	FBgn0020391
4075	E1JJ98	FBgn0003464
4076	P27398	FBgn0003464
4077	M9PD09	FBgn0036918
4078	Q9VS47	FBgn0035763
4079	Q9VI56	FBgn0037468
4080	Q9VDE6	FBgn0266674
4081	A4V1Q1	FBgn0011206
4082	M9PF25	FBgn0011206
4083	Q24207	FBgn0011206
4084	Q24207	FBgn0011206
4085	Q6NN06	FBgn0011206
4086	Q9VE73	FBgn0038617
4087	A2VEG3	FBgn0032938
4088	M9PDK6	FBgn0032938
4089	M9PDX3	FBgn0032938
4090	Q9VID5	FBgn0032938
4091	P39769	FBgn0004861
4092	Q9W523	FBgn0004860
4093	B7Z0Y5	FBgn0030581
4094	Q8IR46	FBgn0030581
4095	Q9VY16	FBgn0030581
4096	Q8SZY7	FBgn0035945
4097	Q9W1R3	FBgn0034854
4098	Q9W328	FBgn0264691
4099	Q56JH9	FBgn0263397
4100	Q7KUD4	FBgn0036053
4101	Q9VT60	FBgn0036053
4102	Q9W4M7	FBgn0026083
4103	A1Z6V5	FBgn0024293
4104	Q8MSS1	FBgn0029688
4105	Q9VHJ4	FBgn0037647
4106	Q9VX84	FBgn0030816
4107	Q9VL72	FBgn0032157
4108	M9PG20	FBgn0037027
4109	M9PG82	FBgn0037027
4110	M9PID3	FBgn0037027
4111	Q9VPB0	FBgn0037027
4112	P13368	FBgn0003366
4113	B7YZH1	FBgn0033960
4114	Q0E976	FBgn0033960
4115	Q9VGD2	FBgn0051361
4116	Q9VGD3	FBgn0051361
4117	A8JR57	FBgn0051191
4118	Q9VDH1	FBgn0051191
4119	A0A0B4K6Z2	FBgn0033739
4120	A1Z904	FBgn0033739
4121	A1Z906	FBgn0033739
4122	A1Z907	FBgn0033739
4123	A8DYB7	FBgn0033739
4124	E2QCB7	FBgn0033739
4125	Q0E9B2	FBgn0033739
4126	Q960Z0	FBgn0030268
4127	A0A0B4K6T3	FBgn0033313
4128	A0A0B4KEG9	FBgn0033313
4129	A1Z7G7	FBgn0033313
4130	E1JH11	FBgn0033313
4131	Q9VV87	FBgn0260960
4132	A0A0B4KGI0	FBgn0038740
4133	Q9VDT3	FBgn0038740
4134	M9PD88	FBgn0052446
4135	Q95RR1	FBgn0052446
4136	Q9VY98	FBgn0030514
4137	Q0E9M0	FBgn0033159
4138	M9PGH7	FBgn0040372
4139	Q95RU8	FBgn0040372
4140	Q9VT75	FBgn0263251
4141	Q7K2W6	FBgn0283437
4142	Q9VGJ5	FBgn0037937
4143	Q8SWW9	FBgn0023536
4144	Q01583	FBgn0085390
4145	Q9VIK6	FBgn0032876
4146	Q9VCX3	FBgn0263863
4147	Q8MLZ7	FBgn0020414
4148	X2JA18	FBgn0020414
4149	Q9W133	FBgn0035039
4150	Q7K2V9	FBgn0061359
4151	A8JNN5	FBgn0035879
4152	Q9VSD6	FBgn0026252
4153	D3DMM0	FBgn0041789
4154	Q2PDT4	FBgn0041789
4155	Q8INW7	FBgn0041789
4156	Q9VIX2	FBgn0041789
4157	Q9VIX3	FBgn0041789
4158	A0A0B4JCY1	FBgn0038721
4159	Q9VDV4	FBgn0038721
4160	P49455	FBgn0003721
4161	P49455	FBgn0003721
4162	Q8IGY1	FBgn0003721
4163	A0A0B4K7Q3	FBgn0086361
4164	Q8IMK7	FBgn0086361
4165	Q961C5	FBgn0086361
4166	Q9VAK1	FBgn0086361
4167	Q9VQ78	FBgn0027509
4168	M9NCM6	FBgn0016977
4169	M9PBJ8	FBgn0016977
4170	M9PBZ3	FBgn0016977
4171	M9PDR5	FBgn0016977
4172	Q8SX83	FBgn0016977
4173	Q8SX83	FBgn0016977
4174	Q8SX83	FBgn0016977
4175	Q8SX83	FBgn0016977
4176	Q9VXK1	FBgn0030723
4177	Q8IRE3	FBgn0286567
4178	Q9VBK0	FBgn0250757
4179	Q9VFB6	FBgn0038304
4180	Q9VBS0	FBgn0039328
4181	Q9VEA2	FBgn0038593
4182	Q9VXY0	FBgn0030615
4183	A0A0B4LES9	FBgn0050381
4184	A8DY62	FBgn0050381
4185	Q9VVL6	FBgn0036761
4186	Q9VVU4	FBgn0036827
4187	A0A0B4LHC1	FBgn0038747
4188	Q9VDS5	FBgn0038747
4189	Q9W144	FBgn0069913
4190	Q9V535	FBgn0033378
4191	Q0KI00	FBgn0263236
4192	Q9W5W8	FBgn0031092
4193	A0A0B4KGQ0	FBgn0039110
4194	Q9VCI7	FBgn0039110
4195	P91927	FBgn0284252
4196	Q9VY44	FBgn0030556
4197	Q7K3N1	FBgn0033973
4198	Q9VMH4	FBgn0031779
4199	Q9VMH8	FBgn0031776
4200	Q7KRZ3	FBgn0266668
4201	Q9VBI4	FBgn0266668
4202	Q9VMH2	FBgn0284255
4203	Q9W022	FBgn0035334
4204	Q9W0B3	FBgn0035251
4205	P46863	FBgn0004378
4206	Q7KVC2	FBgn0052318
4207	Q9VS60	FBgn0052380
4208	B7Z005	FBgn0020304
4209	E1JHR0	FBgn0020304
4210	E1JHR1	FBgn0020304
4211	Q8MRM4	FBgn0020304
4212	Q9VPU3	FBgn0020304
4213	P04388	FBgn0003206
4214	Q9VZG2	FBgn0035510
4215	Q9VXQ0	FBgn0030686
4216	M9MRQ6	FBgn0035772
4217	M9MRR7	FBgn0035772
4218	M9MSK4	FBgn0035772
4219	Q9NFP5	FBgn0035772
4220	Q9W396	FBgn0030082
4221	P16554	FBgn0002973
4222	P16554	FBgn0002973
4223	Q9W4A0	FBgn0015794
4224	Q8IPT0	FBgn0052441
4225	Q8IPT1	FBgn0052441
4226	Q86B87	FBgn0002781
4227	A1ZAH8	FBgn0034138
4228	Q7JZW2	FBgn0034138
4229	M9PI08	FBgn0083981
4230	Q0KHQ3	FBgn0083981
4231	R9PY33	FBgn0083981
4232	A0A0B4KFU1	FBgn0260793
4233	Q9VFY9	FBgn0260793
4234	Q9VL24	FBgn0024320
4235	X2J9B0	FBgn0024320
4236	M9PEI9	FBgn0030518
4237	M9PBE4	FBgn0263873
4238	M9PBE5	FBgn0263873
4239	M9PD86	FBgn0263873
4240	M9PDS2	FBgn0263873
4241	M9PDS6	FBgn0263873
4242	M9PGA0	FBgn0263873
4243	Q9VIQ9	FBgn0263873
4244	Q9VIQ9	FBgn0263873
4245	Q9VIR0	FBgn0263873
4246	Q9VTZ4	FBgn0036298
4247	Q7K4T8	FBgn0033734
4248	A8Y582	FBgn0039955
4249	Q7PLP4	FBgn0039955
4250	Q7PLP5	FBgn0039955
4251	Q9VJ38	FBgn0032720
4252	Q9VZJ3	FBgn0263832
4253	C4NYP8	FBgn0260484
4254	A1ZAU4	FBgn0034229
4255	Q7K5N8	FBgn0034229
4256	P48810	FBgn0004237
4257	P48810	FBgn0004237
4258	Q9VW21	FBgn0036893
4259	A0A0B4K651	FBgn0040238
4260	A0A0B4KGQ2	FBgn0040238
4261	B7Z0U6	FBgn0040238
4262	Q9V3J6	FBgn0040238
4263	Q7JYZ9	FBgn0063498
4264	Q9V3J9	FBgn0028862
4265	A1Z9B2	FBgn0033819
4266	Q9VNE2	FBgn0250753
4267	M9PB20	FBgn0031496
4268	M9PEB9	FBgn0031496
4269	Q9VQL0	FBgn0031496
4270	Q9VUY4	FBgn0036569
4271	Q8IMX4	FBgn0005649
4272	Q9VCE3	FBgn0005649
4273	Q0E8P5	FBgn0032666
4274	Q9VZZ4	FBgn0011828
4275	A0A0B4LH32	FBgn0261554
4276	A0A6M3Q832	FBgn0261554
4277	A0A6M3Q8E0	FBgn0261554
4278	A0A6M3Q8I0	FBgn0261554
4279	A0A6M3Q9J1	FBgn0261554
4280	A0A6M3QHD0	FBgn0261554
4281	A0A6M3QHJ1	FBgn0261554
4282	B7YZM3	FBgn0261554
4283	B7YZM4	FBgn0261554
4284	B7YZM5	FBgn0261554
4285	B7YZM6	FBgn0261554
4286	B7YZM7	FBgn0261554
4287	E1JGQ4	FBgn0261554
4288	Q7KVP5	FBgn0261554
4289	Q7KVP6	FBgn0261554
4290	Q9W2I0	FBgn0261554
4291	Q494G8	FBgn0033609
4292	A0A1W5Q009	FBgn0283651
4293	A0A0B4KHF0	FBgn0015221
4294	Q9VA83	FBgn0015221
4295	Q868Z9	FBgn0003137
4296	Q868Z9	FBgn0003137
4297	O61444	FBgn0024326
4298	Q9W0L9	FBgn0035170
4299	B7Z009	FBgn0003386
4300	M9PC22	FBgn0003386
4301	M9PEE2	FBgn0003386
4302	P17972	FBgn0003386
4303	Q8SYL2	FBgn0003386
4304	Q8MT80	FBgn0266438
4305	Q9VQR9	FBgn0031544
4306	Q7K4H4	FBgn0266570
4307	Q9VK28	FBgn0032479
4308	A0A076NAB7	FBgn0085426
4309	A8DYK6	FBgn0085426
4310	Q9VC93	FBgn0039183
4311	B7Z0X1	FBgn0029823
4312	Q9W457	FBgn0029823
4313	Q9VEV3	FBgn0038428
4314	F0JAQ9	FBgn0036318
4315	M9PF27	FBgn0036318
4316	M9PFH0	FBgn0036318
4317	Q95SE8	FBgn0036318
4318	Q9VU19	FBgn0036318
4319	A0A0B4K7U4	FBgn0265487
4320	A0A0B4KET3	FBgn0265487
4321	A0A0B4KFA2	FBgn0265487
4322	I7BCJ6	FBgn0265487
4323	Q9V677	FBgn0033698
4324	Q9VN03	FBgn0037232
4325	A1ZBY3	FBgn0040726
4326	E1JIV0	FBgn0039136
4327	A4V2C3	FBgn0040056
4328	M9PGA6	FBgn0040056
4329	Q5LJP6	FBgn0040056
4330	Q24171	FBgn0015402
4331	Q6NP72	FBgn0033608
4332	M9PCU0	FBgn0002938
4333	Q9VAI1	FBgn0039689
4334	Q9VPA9	FBgn0037028
4335	Q9W2M0	FBgn0034585
4336	Q6NN55	FBgn0033476
4337	Q6NN55	FBgn0033476
4338	Q9W5R5	FBgn0040011
4339	Q9VHT2	FBgn0037569
4340	Q9VC36	FBgn0039227
4341	Q9VZ56	FBgn0030245
4342	X2JB52	FBgn0030245
4343	Q9VG96	FBgn0010040
4344	Q9VG98	FBgn0010038
4345	A0A0B4KHK1	FBgn0283468
4346	Q9VDE3	FBgn0283468
4347	Q9VL00	FBgn0032214
4348	Q9VUW2	FBgn0036551
4349	A8JNQ4	FBgn0052062
4350	M9NFQ7	FBgn0052062
4351	Q960U8	FBgn0004797
4352	M9NEW0	FBgn0263051
4353	A0A0B4LHL1	FBgn0039217
4354	Q8IMV7	FBgn0039217
4355	Q9VC50	FBgn0039217
4356	O46037	FBgn0004397
4357	O97148	FBgn0023000
4358	O97148	FBgn0023000
4359	Q9VV60	FBgn0027080
4360	Q9V4D8	FBgn0026869
4361	Q9VXK6	FBgn0030719
4362	A1Z758	FBgn0042173
4363	A1Z759	FBgn0033229
4364	Q8MR50	FBgn0033229
4365	M9PBV2	FBgn0024947
4366	O76268	FBgn0024947
4367	Q9VQI8	FBgn0024947
4368	Q0E8G6	FBgn0288470
4369	Q9VSY2	FBgn0288470
4370	Q9V7H4	FBgn0034060
4371	Q7KTW5	FBgn0037063
4372	A0A0B4K7P8	FBgn0013733
4373	A0A0B4K7Y9	FBgn0013733
4374	A1Z9I8	FBgn0013733
4375	A1Z9I9	FBgn0013733
4376	B7YZG2	FBgn0013733
4377	B7YZG3	FBgn0013733
4378	B7YZG4	FBgn0013733
4379	E1JH62	FBgn0013733
4380	A0A0B4KED6	FBgn0085414
4381	A0A0C4DHB6	FBgn0085414
4382	A1Z6H9	FBgn0085414
4383	A0A0B4K7H6	FBgn0000139
4384	Q94545	FBgn0000139
4385	Q94545	FBgn0000139
4386	O61613	FBgn0020392
4387	A0A6H2EEJ8	FBgn0030243
4388	Q9VZ60	FBgn0030243
4389	Q7KVC9	FBgn0035179
4390	A1Z7B8	FBgn0050373
4391	Q86PD3	FBgn0050022
4392	Q9W3K5	FBgn0040319
4393	A0A0B4KFY8	FBgn0038143
4394	Q0KI76	FBgn0038143
4395	B7YZQ9	FBgn0035092
4396	Q0E8W0	FBgn0035092
4397	Q9W0W6	FBgn0035092
4398	A0A0S0WGQ9	FBgn0264953
4399	E1JHB4	FBgn0264953
4400	M9MRE5	FBgn0264953
4401	M9MSG8	FBgn0264953
4402	M9PB69	FBgn0264953
4403	M9PCW8	FBgn0264953
4404	M9PF50	FBgn0264953
4405	Q0E8L0	FBgn0264953
4406	Q8IPG4	FBgn0264953
4407	Q9VLS3	FBgn0264953
4408	Q9VJD0	FBgn0032644
4409	M9PEP5	FBgn0036030
4410	M9PEY1	FBgn0036030
4411	M9PF46	FBgn0036030
4412	M9PHW7	FBgn0036030
4413	Q9VT32	FBgn0036030
4414	Q9VT33	FBgn0036030
4415	Q8SWT2	FBgn0032883
4416	M9PIF1	FBgn0037074
4417	Q9VP46	FBgn0037074
4418	Q9VZF2	FBgn0035518
4419	M9PEE4	FBgn0264542
4420	Q7KV33	FBgn0264542
4421	X2JDE5	FBgn0264542
4422	Q9VCH5	FBgn0039120
4423	B7Z025	FBgn0265778
4424	B7Z026	FBgn0265778
4425	Q9VMF3	FBgn0265778
4426	Q8MT77	FBgn0051793
4427	X2JAE9	FBgn0051793
4428	Q9VKY7	FBgn0032225
4429	Q7K155	FBgn0036240
4430	Q9VQV7	FBgn0031575
4431	M9MRD3	FBgn0000228
4432	M9PB42	FBgn0000228
4433	M9PC27	FBgn0000228
4434	Q8IPK8	FBgn0000228
4435	Q9VMS6	FBgn0000228
4436	Q9VF14	FBgn0038381
4437	Q9VES0	FBgn0038454
4438	Q9VH07	FBgn0040078
4439	Q9VIG0	FBgn0032916
4440	Q9VC87	FBgn0039189
4441	Q9VDP9	FBgn0038771
4442	Q9VJI7	FBgn0261068
4443	Q8SXM8	FBgn0027084
4444	Q9W327	FBgn0027084
4445	A0A0B4KI38	FBgn0039849
4446	Q9W358	FBgn0028292
4447	Q9VAR6	FBgn0039617
4448	M9MS45	FBgn0037135
4449	Q9VNX8	FBgn0037135
4450	Q960W6	FBgn0034142
4451	Q9VLT1	FBgn0031985
4452	Q9VEN3	FBgn0266465
4453	Q9VH78	FBgn0037743
4454	Q8MUJ1	FBgn0033483
4455	Q8MUJ1	FBgn0033483
4456	A0A499NPJ3	FBgn0263257
4457	M9NEI3	FBgn0263257
4458	M9NGG3	FBgn0263257
4459	M9PH69	FBgn0263257
4460	Q9VXV8	FBgn0263257
4461	Q24564	FBgn0086384
4462	Q9V4A0	FBgn0039927
4463	Q9W4T9	FBgn0028369
4464	Q9VIS5	FBgn0032817
4465	Q8IPW2	FBgn0010583
4466	Q9VPU1	FBgn0010583
4467	A0A126GUV7	FBgn0023083
4468	Q7KSD3	FBgn0023083
4469	A0A0B4KGV3	FBgn0003429
4470	A0A0B4KGZ3	FBgn0003429
4471	A0A0B4KHF8	FBgn0003429
4472	A0A0B4KHT2	FBgn0003429
4473	A0A0B4KI08	FBgn0003429
4474	E1JIV7	FBgn0003429
4475	Q03720	FBgn0003429
4476	Q03720	FBgn0003429
4477	Q03720	FBgn0003429
4478	Q03720	FBgn0003429
4479	Q03720	FBgn0003429
4480	Q03720	FBgn0003429
4481	Q03720	FBgn0003429
4482	Q03720	FBgn0003429
4483	Q03720	FBgn0003429
4484	Q03720	FBgn0003429
4485	Q03720	FBgn0003429
4486	Q03720	FBgn0003429
4487	Q03720	FBgn0003429
4488	Q03720	FBgn0003429
4489	Q03720	FBgn0003429
4490	Q03720	FBgn0003429
4491	Q03720	FBgn0003429
4492	Q03720	FBgn0003429
4493	Q03720	FBgn0003429
4494	Q03720	FBgn0003429
4495	Q9VR62	FBgn0031194
4496	E1JIZ3	FBgn0039466
4497	Q9VB98	FBgn0039466
4498	Q8IQZ5	FBgn0030873
4499	Q9VX13	FBgn0030873
4500	Q9VAG5	FBgn0000247
4501	Q7JUS1	FBgn0050491
4502	M9PD54	FBgn0024150
4503	M9PG27	FBgn0024150
4504	M9PID8	FBgn0024150
4505	Q9VP76	FBgn0024150
4506	Q9VPS7	FBgn0031275
4507	A0A0B4KFT9	FBgn0022987
4508	Q7KNS5	FBgn0022987
4509	E1JHM3	FBgn0003475
4510	M9NDT9	FBgn0003475
4511	Q9U1K1	FBgn0003475
4512	Q9U1K1	FBgn0003475
4513	Q9U1K1	FBgn0003475
4514	M9PFU5	FBgn0037060
4515	Q8IPT8	FBgn0037060
4516	Q9VP66	FBgn0037060
4517	Q9VPT7	FBgn0031284
4518	Q9Y164	FBgn0027608
4519	Q9VZU4	FBgn0266582
4520	Q9VYG3	FBgn0030456
4521	M9PCG2	FBgn0042630
4522	M9PCZ7	FBgn0029123
4523	M9PFG6	FBgn0036411
4524	Q24533	FBgn0000411
4525	Q9VLH8	FBgn0029123
4526	Q9VUD1	FBgn0036411
4527	Q9VUD3	FBgn0042630
4528	Q9VS46	FBgn0035762
4529	M9NEF2	FBgn0041210
4530	M9PHQ2	FBgn0041210
4531	M9PJM2	FBgn0041210
4532	Q59E49	FBgn0041210
4533	Q8IR69	FBgn0041210
4534	Q9VYF3	FBgn0041210
4535	Q95YI5	FBgn0042641
4536	Q9W1N4	FBgn0034876
4537	Q9W1K4	FBgn0000562
4538	A4V2B8	FBgn0264492
4539	Q9V411	FBgn0028473
4540	Q9XZ10	FBgn0028671
4541	Q9VF28	FBgn0038369
4542	P32748	FBgn0000447
4543	Q59DZ7	FBgn0053531
4544	Q9VQ58	FBgn0031377
4545	Q9VFP0	FBgn0038195
4546	Q9V668	FBgn0033691
4547	Q9VWE9	FBgn0031049
4548	Q9VZ00	FBgn0030293
4549	Q7KTJ8	FBgn0053296
4550	A0A0B4LH12	FBgn0034543
4551	Q9V968	FBgn0034543
4552	M9PB25	FBgn0263846
4553	M9PBX4	FBgn0263846
4554	M9PC26	FBgn0263846
4555	M9PEE5	FBgn0263846
4556	P83102	FBgn0027101
4557	A0A0B4JDA0	FBgn0002783
4558	Q960X8	FBgn0031450
4559	Q9W3R7	FBgn0029943
4560	A0A0B4KH70	FBgn0085391
4561	A0A0B4KHB5	FBgn0085391
4562	A0A0B4LIU0	FBgn0085391
4563	E1JIZ9	FBgn0085391
4564	Q9VAX3	FBgn0085391
4565	M9NE97	FBgn0062413
4566	O96827	FBgn0028737
4567	Q03042	FBgn0000442
4568	Q0E8E2	FBgn0036612
4569	Q9VV38	FBgn0036612
4570	A0A0B4KET5	FBgn0263197
4571	A0A0B4KEY4	FBgn0263197
4572	A0A0B4KEY6	FBgn0263197
4573	A0A0B4KFA4	FBgn0263197
4574	A0A0B4KFU3	FBgn0263197
4575	A0A0B4KG58	FBgn0263197
4576	A1ZAU8	FBgn0263197
4577	A1ZAU8	FBgn0263197
4578	A1ZAU8	FBgn0263197
4579	B7YZJ1	FBgn0263197
4580	B7YZJ2	FBgn0263197
4581	E1JH90	FBgn0263197
4582	E1JH91	FBgn0263197
4583	Q9V3E7	FBgn0010774
4584	Q8IQQ0	FBgn0010352
4585	A0A126GV08	FBgn0085383
4586	A8JPX0	FBgn0085383
4587	E1JJ00	FBgn0085383
4588	Q9VP06	FBgn0037108
4589	A1Z734	FBgn0033212
4590	E1JGZ7	FBgn0033212
4591	E1JGZ8	FBgn0033212
4592	Q24173	FBgn0015000
4593	Q9VRV8	FBgn0024921
4594	Q9VJ12	FBgn0263198
4595	Q9VXH3	FBgn0003416
4596	Q9VVG4	FBgn0266669
4597	Q9VKY3	FBgn0032229
4598	M9PD06	FBgn0036913
4599	M9PD06	FBgn0036913
4600	M9PD06	FBgn0036913
4601	M9PD06	FBgn0036913
4602	Q7K0X3	FBgn0035205
4603	Q7JVI6	FBgn0033381
4604	M9ND16	FBgn0250786
4605	M9PEB2	FBgn0250786
4606	Q7KU24	FBgn0250786
4607	Q9W199	FBgn0034986
4608	Q9VYY2	FBgn0030306
4609	E1JJN5	FBgn0263706
4610	M9PHU0	FBgn0263706
4611	Q9VK53	FBgn0040508
4612	M9PBE1	FBgn0032796
4613	Q9VIV0	FBgn0032796
4614	Q9VRT8	FBgn0035676
4615	A0A0B4KH60	FBgn0037949
4616	Q9VGI1	FBgn0037949
4617	Q9VNR9	FBgn0037184
4618	Q9VQK7	FBgn0031493
4619	Q961E7	FBgn0011754
4620	Q9I7D0	FBgn0011754
4621	X2JEJ4	FBgn0011754
4622	Q8SYQ8	FBgn0033100
4623	Q7JQV2	FBgn0036882
4624	Q9VXB5	FBgn0030786
4625	E2QCZ0	FBgn0004575
4626	O02195	FBgn0015834
4627	Q9W158	FBgn0035016
4628	Q24211	FBgn0016976
4629	Q9VD14	FBgn0038961
4630	Q9Y0Y2	FBgn0027493
4631	Q9VEC5	FBgn0261532
4632	Q9GQN5	FBgn0039338
4633	M9PEU6	FBgn0264305
4634	M9PHU7	FBgn0264305
4635	Q8IH14	FBgn0024987
4636	Q7K549	FBgn0265512
4637	Q9VHH2	FBgn0260935
