	uniprot	flybase
1610	A0A0B4JCW7	FBgn0261928
1611	A0A0B4LGZ2	FBgn0261928
1612	A0A0B4LH08	FBgn0261928
1613	Q9VH10	FBgn0261928
1614	Q29R20	FBgn0266100
1615	R9PY29	FBgn0266100
1616	O77460	FBgn0016687
1617	Q24311	FBgn0015509
1618	Q27597	FBgn0015623
1619	Q8IPJ7	FBgn0015623
1620	M9PC85	FBgn0028554
1621	Q9V3V0	FBgn0028554
1622	Q4V5H0	FBgn0039149
1623	Q9VCD4	FBgn0039149
1624	Q24298	FBgn0003391
1625	Q9VTU4	FBgn0036258
1626	Q9VAW1	FBgn0039581
1627	A0A0B4JCV6	FBgn0260794
1628	A0A0B4JCW5	FBgn0260794
1629	A0A0B4JDA1	FBgn0260794
1630	A0A0B4LGQ5	FBgn0260794
1631	A0A0B4LGR2	FBgn0260794
1632	Q9VN58	FBgn0260794
1633	Q9VHR8	FBgn0037580
1634	Q9VHR8	FBgn0037580
1635	Q9VXZ8	FBgn0027601
1636	Q7KJA9	FBgn0261403
1637	Q9VPG0	FBgn0036986
1638	Q9VI53	FBgn0037465
1639	O15943	FBgn0015609
1640	O15943	FBgn0015609
1641	A0A0B4KHI2	FBgn0011582
1642	A0A126GUU2	FBgn0011582
1643	P41596	FBgn0011582
1644	P41596	FBgn0011582
1645	P41596	FBgn0011582
1646	A0A0B4K7L8	FBgn0285963
1647	A0A0B4KH77	FBgn0285963
1648	A8JRD7	FBgn0285963
1649	Q9VBA3	FBgn0285963
1650	Q9VZY0	FBgn0035370
1651	O18336	FBgn0015791
1652	Q86BK8	FBgn0015791
1653	A1ZAI5	FBgn0034145
1654	Q9VIM5	FBgn0032859
1655	Q9W0N8	FBgn0035154
1656	Q9VPY7	FBgn0031320
1657	A0A4D6K8E5	FBgn0264908
1658	M9NEB0	FBgn0264908
1659	M9NFY2	FBgn0264908
1660	M9PCN0	FBgn0264908
1661	M9PCN5	FBgn0264908
1662	M9PFD4	FBgn0264908
1663	M9PFD7	FBgn0264908
1664	M9PFL8	FBgn0264908
1665	M9PFR7	FBgn0264908
1666	M9PI70	FBgn0264908
1667	Q2PDY9	FBgn0264908
1668	Q2PDZ0	FBgn0264908
1669	Q9VUV2	FBgn0264908
1670	X2JCG3	FBgn0264908
1671	X2JGQ0	FBgn0264908
1672	Q9VRL1	FBgn0035601
1673	Q9VZS6	FBgn0035421
1674	E1JGU6	FBgn0266377
1675	Q6NNF2	FBgn0266377
1676	Q6NNF2	FBgn0266377
1677	O61305	FBgn0024804
1678	A1ZAJ7	FBgn0034159
1679	Q9VN86	FBgn0037298
1680	A8DYS6	FBgn0031245
1681	Q9VDY8	FBgn0267975
1682	O97066	FBgn0262801
1683	A0A0B4LEZ3	FBgn0085436
1684	A8DY80	FBgn0085436
1685	A8DY81	FBgn0085436
1686	A8DY82	FBgn0085436
1687	E2QCN4	FBgn0085436
1688	P55035	FBgn0015283
1689	A1Z7S3	FBgn0002567
1690	Q9VBI2	FBgn0028833
1691	Q86NW1	FBgn0260964
1692	Q961R9	FBgn0038407
1693	A0A0B4K6X2	FBgn0024836
1694	A0A0B4KER2	FBgn0024836
1695	A0A0B4LG27	FBgn0024836
1696	E1JH30	FBgn0024836
1697	Q9V5N8	FBgn0024836
1698	A8JNP2	FBgn0000116
1699	P48610	FBgn0000116
1700	P48610	FBgn0000116
1701	P48610	FBgn0000116
1702	P48610	FBgn0000116
1703	Q9VM49	FBgn0031883
1704	P40301	FBgn0086134
1705	Q7K2L7	FBgn0033529
1706	O97182	FBgn0001961
1707	A0A0B4KGU4	FBgn0263231
1708	Q9VHP0	FBgn0263231
1709	A0A0B4K707	FBgn0262617
1710	A0A0B4KGR1	FBgn0262617
1711	A0A6H2EDN5	FBgn0262617
1712	Q9VFM9	FBgn0038206
1713	E1JJG7	FBgn0260971
1714	E1JJG8	FBgn0260971
1715	P06002	FBgn0002940
1716	P48603	FBgn0011570
1717	A0A0B4JCY6	FBgn0014141
1718	A0A0B4KG47	FBgn0014141
1719	A0A0B4KGT8	FBgn0014141
1720	A0A0B4KHN1	FBgn0014141
1721	Q7KSF4	FBgn0014141
1722	Q9VEN1	FBgn0014141
1723	B7Z0Q1	FBgn0259178
1724	Q9VKC8	FBgn0032397
1725	Q9VQX6	FBgn0031590
1726	Q9VLU2	FBgn0031975
1727	M9PBR6	FBgn0053523
1728	Q8I935	FBgn0053523
1729	Q9VRR4	FBgn0053523
1730	Q7KIN0	FBgn0034476
1731	A0A0C4DHE8	FBgn0261599
1732	Q86BA5	FBgn0053105
1733	Q9I7K5	FBgn0069242
1734	Q9VBJ2	FBgn0015269
1735	Q8IM93	FBgn0052017
1736	Q9W1N3	FBgn0034877
1737	Q9VGS2	FBgn0037874
1738	Q8MRS5	FBgn0020647
1739	Q9VCE7	FBgn0020647
1740	Q960Y8	FBgn0038535
1741	Q9VEH0	FBgn0038535
1742	A0A0B4K7P4	FBgn0261041
1743	A0A0B4K866	FBgn0261041
1744	Q7K0H4	FBgn0261041
1745	Q9VAV8	FBgn0039584
1746	Q9VXK5	FBgn0030720
1747	Q9VHN7	FBgn0037607
1748	Q7K3S3	FBgn0031702
1749	Q24400	FBgn0014863
1750	P25991	FBgn0003559
1751	Q8I930	FBgn0041150
1752	Q9VR47	FBgn0041150
1753	Q9Y163	FBgn0041150
1754	Q9VCH8	FBgn0039117
1755	Q9W270	FBgn0034715
1756	Q9V5C6	FBgn0023175
1757	A0A0B4KGG9	FBgn0020496
1758	Q7JQH9	FBgn0261862
1759	Q9V3K9	FBgn0261862
1760	A0A4D6K1Y5	FBgn0013334
1761	Q960T2	FBgn0013334
1762	Q960T2	FBgn0013334
1763	Q9VKK1	FBgn0283682
1764	P25171	FBgn0002638
1765	Q7JWQ7	FBgn0034709
1766	Q7KSB7	FBgn0014006
1767	Q9VDS9	FBgn0014006
1768	Q9VXQ5	FBgn0027329
1769	A0A0B4KEU5	FBgn0265935
1770	Q7JVY0	FBgn0265935
1771	Q9VFG2	FBgn0038260
1772	Q9XY35	FBgn0011227
1773	B7YZZ9	FBgn0004584
1774	P27864	FBgn0004584
1775	Q94517	FBgn0015805
1776	Q7K332	FBgn0050159
1777	O18413	FBgn0020369
1778	P15215	FBgn0267348
1779	M9PBJ1	FBgn0052311
1780	M9PE03	FBgn0052311
1781	Q0E8J3	FBgn0052311
1782	B7Z002	FBgn0266557
1783	M9NCY5	FBgn0266557
1784	M9NDB7	FBgn0266557
1785	M9NEL3	FBgn0266557
1786	Q9VPL9	FBgn0266557
1787	Q9VJ75	FBgn0032689
1788	M9PHJ5	FBgn0001087
1789	P54362	FBgn0001087
1790	Q9VS57	FBgn0035771
1791	M9PFW3	FBgn0016797
1792	Q9VVX3	FBgn0016797
1793	P12881	FBgn0250843
1794	Q9VHS8	FBgn0037573
1795	Q9W414	FBgn0028685
1796	A1Z9R1	FBgn0033936
1797	Q9W1K0	FBgn0034902
1798	Q9VLC5	FBgn0012036
1799	Q9VFQ9	FBgn0000454
1800	Q7KQM6	FBgn0039936
1801	Q7KQM6	FBgn0039936
1802	M9PHS8	FBgn0030761
1803	Q9VXE7	FBgn0030761
1804	M9PCT1	FBgn0028399
1805	M9PFH8	FBgn0028399
1806	M9PFR2	FBgn0028399
1807	M9PFW5	FBgn0028399
1808	M9PI80	FBgn0028399
1809	Q9VV58	FBgn0028399
1810	A1ZB95	FBgn0262476
1811	Q9W1F4	FBgn0034939
1812	M9NE87	FBgn0036286
1813	Q9VTX8	FBgn0036286
1814	Q6NP69	FBgn0250732
1815	Q9VHG1	FBgn0285911
1816	A8DYI6	FBgn0010551
1817	A8DYI7	FBgn0010551
1818	Q0E924	FBgn0010551
1819	Q9VTE1	FBgn0052069
1820	A0A140SRF8	FBgn0039303
1821	Q9VBU6	FBgn0039303
1822	Q9W5Y0	FBgn0031081
1823	Q8SYJ2	FBgn0052230
1824	Q9VL78	FBgn0029174
1825	Q8INF0	FBgn0038295
1826	Q8INF0	FBgn0038295
1827	O44081	FBgn0259937
1828	Q9W228	FBgn0040091
1829	Q9VSY4	FBgn0035989
1830	Q9W3N1	FBgn0029975
1831	A0A0B4LHH8	FBgn0038881
1832	A0A0B4LHQ0	FBgn0038881
1833	A0A0B4LIF6	FBgn0038881
1834	Q9VDB7	FBgn0038881
1835	E1JI19	FBgn0036816
1836	Q9VVT2	FBgn0036816
1837	A1ZAK7	FBgn0014870
1838	A1ZAK8	FBgn0014870
1839	A1ZAK9	FBgn0014870
1840	M9PB37	FBgn0083962
1841	M9PC10	FBgn0083962
1842	M9PC65	FBgn0083962
1843	M9PEM2	FBgn0083962
1844	Q8IPL3	FBgn0083962
1845	A0A0B4KHK0	FBgn0040212
1846	Q9VBQ6	FBgn0040212
1847	M9PBQ4	FBgn0031392
1848	Q9VQ79	FBgn0031392
1849	Q9VQ79	FBgn0031392
1850	Q9XZ16	FBgn0027526
1851	Q9VR53	FBgn0266848
1852	Q9W486	FBgn0052758
1853	Q9W269	FBgn0034716
1854	A0A0B4KHK8	FBgn0039844
1855	Q7KN75	FBgn0027835
1856	Q9V3W9	FBgn0026777
1857	A1ZAH3	FBgn0034135
1858	Q8SX22	FBgn0034135
1859	H9XVM5	FBgn0051998
1860	Q9V4B6	FBgn0051998
1861	Q9VUJ1	FBgn0023174
1862	Q9VPN5	FBgn0024352
1863	Q9VRD6	FBgn0031145
1864	A0A0B4K6W2	FBgn0005632
1865	A0A0B4K7S0	FBgn0005632
1866	P55824	FBgn0005632
1867	P55824	FBgn0005632
1868	Q8IQ70	FBgn0042185
1869	Q8IQ70	FBgn0042185
1870	Q8IQ70	FBgn0042185
1871	Q8IQ70	FBgn0042185
1872	Q8IQ70	FBgn0042185
1873	Q9V3H2	FBgn0028694
1874	A1Z8R8	FBgn0033672
1875	M9PHY4	FBgn0026375
1876	A1Z9J3	FBgn0013733
1877	Q9VCI4	FBgn0039113
1878	M9MS48	FBgn0030479
1879	Q9VYD8	FBgn0030479
1880	M9PGE3	FBgn0037130
1881	Q9VNY2	FBgn0037130
1882	Q9VNY4	FBgn0037130
1883	Q9W2S1	FBgn0052675
1884	A0A6H2EJG3	FBgn0013810
1885	Q9VJC6	FBgn0013810
1886	Q9VDC3	FBgn0043012
1887	Q9W1G7	FBgn0015268
1888	A0A0B4K618	FBgn0028734
1889	Q9VB64	FBgn0261995
1890	A8JNC7	FBgn0085420
1891	P54397	FBgn0013269
1892	Q9VZ04	FBgn0030289
1893	M9PC99	FBgn0262126
1894	Q9VQ94	FBgn0262126
1895	Q9VCK0	FBgn0040227
1896	P22058	FBgn0000412
1897	A0A0B4KHA7	FBgn0039647
1898	Q8MQS2	FBgn0039647
1899	Q9VNX2	FBgn0037140
1900	P48461	FBgn0003134
1901	Q0E8Q7	FBgn0028539
1902	Q7JYV2	FBgn0033876
1903	Q9VJ86	FBgn0284256
1904	Q9VHD2	FBgn0037697
1905	Q9VHD2	FBgn0037697
1906	Q9VHD2	FBgn0037697
1907	A0A0B4LEU9	FBgn0050359
1908	Q5U124	FBgn0050359
1909	Q8T0N3	FBgn0050359
1910	Q9VUW1	FBgn0036550
1911	A0A0C4DHB8	FBgn0083969
1912	Q0KHZ4	FBgn0083969
1913	Q8IMK1	FBgn0083969
1914	P28285	FBgn0004168
1915	A0A0B4KG70	FBgn0027951
1916	Q9VNF6	FBgn0027951
1917	E1JGQ5	FBgn0034618
1918	Q7KVP4	FBgn0034618
1919	Q86BS7	FBgn0034618
1920	Q9W2H8	FBgn0034618
1921	Q9VHL2	FBgn0037632
1922	A5XCL5	FBgn0035978
1923	Q9VSW2	FBgn0035978
1924	P54367	FBgn0015024
1925	M9MRV7	FBgn0263110
1926	M9PCF0	FBgn0259111
1927	Q9W366	FBgn0030109
1928	P29845	FBgn0001220
1929	Q9V675	FBgn0033696
1930	Q9VXM4	FBgn0030703
1931	Q8IPZ3	FBgn0031500
1932	Q9VQL4	FBgn0031500
1933	A0A0B4KHH8	FBgn0038826
1934	A0A0B4KHI4	FBgn0038826
1935	M9PHI8	FBgn0259927
1936	Q9VWP8	FBgn0259927
1937	A0A0B4KEW2	FBgn0050389
1938	A0A0B4KFE6	FBgn0050389
1939	Q0E901	FBgn0050389
1940	Q9VJ59	FBgn0032704
1941	P42787	FBgn0004648
1942	X2J9Z1	FBgn0004648
1943	Q7KSM5	FBgn0029512
1944	Q0KI85	FBgn0083950
1945	Q9VVC8	FBgn0036685
1946	Q02427	FBgn0260944
1947	Q02427	FBgn0260944
1948	M9NDV5	FBgn0041004
1949	M9NFF0	FBgn0041004
1950	Q8SYF7	FBgn0041004
1951	Q8SX57	FBgn0051549
1952	Q9VX09	FBgn0030877
1953	P29413	FBgn0005585
1954	Q8T6I0	FBgn0016693
1955	Q8T8W3	FBgn0016693
1956	Q2M1E6	FBgn0265082
1957	Q9VM18	FBgn0031908
1958	A4V193	FBgn0028577
1959	Q8T6B9	FBgn0028577
1960	O76863	FBgn0024996
1961	Q9V9U0	FBgn0003065
1962	E1JI64	FBgn0024187
1963	E1JI66	FBgn0024187
1964	M9PBV5	FBgn0024187
1965	M9PEG9	FBgn0024187
1966	M9PEH2	FBgn0024187
1967	M9PEQ0	FBgn0024187
1968	M9PEX9	FBgn0024187
1969	M9PHR0	FBgn0024187
1970	Q9GQF1	FBgn0024187
1971	Q9GQF1	FBgn0024187
1972	Q7K1C5	FBgn0034269
1973	Q9VG33	FBgn0038080
1974	Q7YU24	FBgn0029870
1975	Q7YU24	FBgn0029870
1976	Q7JXC4	FBgn0034259
1977	Q7JZK1	FBgn0033570
1978	Q9VLT6	FBgn0031981
1979	X2J9V1	FBgn0031981
1980	O46084	FBgn0023517
1981	X2JC94	FBgn0023517
1982	Q7KK51	FBgn0028497
1983	Q8MLR7	FBgn0028497
1984	Q9W1Q6	FBgn0028497
1985	Q0E9A2	FBgn0261673
1986	Q7JR72	FBgn0261673
1987	Q95T77	FBgn0261673
1988	O96692	FBgn0283666
1989	Q9VL71	FBgn0024285
1990	Q95R98	FBgn0035951
1991	Q9VZZ5	FBgn0035356
1992	Q9V3S7	FBgn0028480
1993	Q7KTB7	FBgn0032456
1994	Q7KTB8	FBgn0032456
1995	Q7KTB9	FBgn0032456
1996	Q7KTC0	FBgn0032456
1997	Q7KTC1	FBgn0032456
1998	Q7KTC2	FBgn0032456
1999	Q7KTC3	FBgn0032456
2000	Q7KTC4	FBgn0032456
2001	Q7KTC5	FBgn0032456
2002	Q7KTC6	FBgn0032456
2003	Q7KTC7	FBgn0032456
2004	Q7KTC8	FBgn0032456
2005	Q7KTC9	FBgn0032456
2006	Q7KTD0	FBgn0032456
2007	Q9I7N0	FBgn0032456
2008	Q9VK56	FBgn0032456
2009	Q9VH77	FBgn0286506
2010	Q9W3M7	FBgn0029979
2011	Q9W2V9	FBgn0028331
2012	Q24368	FBgn0011604
2013	Q9VQB4	FBgn0031418
2014	Q9VGH0	FBgn0037958
2015	Q8IP22	FBgn0261999
2016	Q9VTB3	FBgn0036099
2017	P48809	FBgn0004838
2018	Q9VX14	FBgn0030872
2019	Q7JVI3	FBgn0033902
2020	M9NGR8	FBgn0085387
2021	P33085	FBgn0085387
2022	Q9VP08	FBgn0037107
2023	A1Z9G5	FBgn0000633
2024	Q9XTM1	FBgn0266673
2025	Q9VEJ0	FBgn0038519
2026	Q9VGJ7	FBgn0037935
2027	Q9VTW1	FBgn0036272
2028	X2JB05	FBgn0036272
2029	O76902	FBgn0025381
2030	Q9V773	FBgn0033980
2031	Q9V396	FBgn0027844
2032	Q9VCW3	FBgn0039004
2033	P49846	FBgn0010356
2034	Q9VSS1	FBgn0086706
2035	Q7JZR4	FBgn0016684
2036	Q9VDZ7	FBgn0038683
2037	Q9VDZ8	FBgn0038683
2038	Q9VJQ0	FBgn0028888
2039	O18338	FBgn0262518
2040	Q9VV17	FBgn0036593
2041	Q9VU38	FBgn0036337
2042	Q9VU39	FBgn0036337
2043	P09208	FBgn0283499
2044	O62602	FBgn0261524
2045	E1JIT7	FBgn0051158
2046	E1JIT7	FBgn0051158
2047	E1JIT7	FBgn0051158
2048	E1JIT7	FBgn0051158
2049	E1JIT7	FBgn0051158
2050	A0A0B4KGL6	FBgn0037710
2051	Q9VHB6	FBgn0037710
2052	Q7K0L4	FBgn0037094
2053	Q7K0L7	FBgn0037852
2054	Q9VQD7	FBgn0031436
2055	Q9VJG2	FBgn0032620
2056	Q9W3K6	FBgn0029997
2057	Q24325	FBgn0011836
2058	Q7KUK8	FBgn0036433
2059	Q9VKJ3	FBgn0262647
2060	E1JJM9	FBgn0010198
2061	P48554	FBgn0014011
2062	Q9VXI6	FBgn0030733
2063	A0A6H2EF15	FBgn0283657
2064	B7Z120	FBgn0283657
2065	B7Z126	FBgn0283657
2066	M9PIZ6	FBgn0283657
2067	Q1RL19	FBgn0283657
2068	Q8IRT7	FBgn0283657
2069	Q8IRT8	FBgn0283657
2070	Q9W4Q4	FBgn0283657
2071	A0A0B4KFZ2	FBgn0037702
2072	Q6AWD5	FBgn0037702
2073	Q9VHC4	FBgn0037702
2074	Q23983	FBgn0250791
2075	Q8MST5	FBgn0003890
2076	Q9VAX7	FBgn0003890
2077	M9ND55	FBgn0260660
2078	Q27331	FBgn0263598
2079	Q7JWI7	FBgn0033028
2080	A0A6H2EDG9	FBgn0030052
2081	Q8MRM6	FBgn0030052
2082	Q9W3D6	FBgn0030052
2083	Q9W3C1	FBgn0027330
2084	X2JD07	FBgn0027330
2085	A1Z7S4	FBgn0033391
2086	Q95T49	FBgn0033391
2087	A0A0B4K7V2	FBgn0033368
2088	Q8MRD1	FBgn0033368
2089	Q9VEN9	FBgn0266053
2090	Q9V4C4	FBgn0039900
2091	Q9VKB2	FBgn0032409
2092	A0A0B4LF29	FBgn0000289
2093	A0A0B4LFC7	FBgn0000289
2094	A0A126GUP1	FBgn0000289
2095	A1Z9M3	FBgn0000289
2096	A1Z9M4	FBgn0000289
2097	A8DYD1	FBgn0000289
2098	A8DYD2	FBgn0000289
2099	A8DYD3	FBgn0000289
2100	B7YZE6	FBgn0000289
2101	Q7KHK4	FBgn0000289
2102	Q9VJW1	FBgn0028538
2103	P29829	FBgn0004623
2104	L0MPN7	FBgn0039908
2105	L0MPX5	FBgn0039908
2106	Q9V4D6	FBgn0039908
2107	Q9VSS2	FBgn0035947
2108	P15372	FBgn0000120
2109	X2J8V5	FBgn0000120
2110	Q9V436	FBgn0028693
2111	Q9VAJ0	FBgn0039681
2112	A0A0B4KHZ0	FBgn0010328
2113	A0A0B4KI43	FBgn0010328
2114	A8JRE3	FBgn0010328
2115	Q9VB55	FBgn0010328
2116	F0JAG6	FBgn0000667
2117	M9MS06	FBgn0000667
2118	M9PGA7	FBgn0000667
2119	P18091	FBgn0000667
2120	P18091	FBgn0000667
2121	P18091	FBgn0000667
2122	Q4AB27	FBgn0039157
2123	M9PEJ9	FBgn0017429
2124	M9PF10	FBgn0017429
2125	Q9VSM4	FBgn0017429
2126	Q9VD58	FBgn0038922
2127	Q8T0S3	FBgn0031948
2128	X2J9T3	FBgn0031948
2129	A1Z782	FBgn0033244
2130	A1Z783	FBgn0033244
2131	Q8MQL4	FBgn0033244
2132	A0A0B4LI86	FBgn0262955
2133	Q9VGT0	FBgn0026314
2134	Q9VB05	FBgn0086346
2135	Q9W3L4	FBgn0029990
2136	A0A4D6K2Q0	FBgn0053096
2137	Q7KSE9	FBgn0261046
2138	Q9VEJ5	FBgn0261046
2139	Q9W1I8	FBgn0034913
2140	Q9VB22	FBgn0040080
2141	A1Z6R7	FBgn0050158
2142	Q9VHF5	FBgn0037680
2143	Q9VSL4	FBgn0035906
2144	Q9VA09	FBgn0013973
2145	A0A0B4KF69	FBgn0286813
2146	A0A6M3Q7C8	FBgn0286813
2147	Q0E965	FBgn0286813
2148	Q9W4K8	FBgn0029706
2149	Q9V420	FBgn0004465
2150	M9MSH3	FBgn0051708
2151	Q9VLF0	FBgn0051708
2152	E1JIL1	FBgn0260659
2153	Q7KSI9	FBgn0260659
2154	Q9VP80	FBgn0026179
2155	Q9W1B0	FBgn0023081
2156	Q9XZ61	FBgn0011327
2157	Q9VLL5	FBgn0014417
2158	Q9W547	FBgn0023519
2159	O46067	FBgn0023529
2160	Q0E9B5	FBgn0033713
2161	Q9VNE0	FBgn0037344
2162	O61604	FBgn0024238
2163	Q7JY99	FBgn0033673
2164	Q9W0L6	FBgn0035173
2165	Q9VM69	FBgn0026196
2166	Q9VTJ4	FBgn0285958
2167	Q03334	FBgn0010265
2168	M9PIA6	FBgn0262519
2169	O97159	FBgn0262519
2170	Q59E34	FBgn0262519
2171	O97125	FBgn0001230
2172	M9PBZ1	FBgn0004244
2173	M9PEV8	FBgn0004244
2174	P25123	FBgn0004244
2175	P25123	FBgn0004244
2176	P25123	FBgn0004244
2177	Q9VZ71	FBgn0030234
2178	A0A0B4K6M4	FBgn0263289
2179	A0A0B4K7W1	FBgn0263289
2180	E1JIZ0	FBgn0263289
2181	E1JIZ1	FBgn0263289
2182	E1JIZ2	FBgn0263289
2183	Q7KRY7	FBgn0263289
2184	Q24324	FBgn0010269
2185	Q9V393	FBgn0040206
2186	Q9VYJ4	FBgn0030421
2187	Q9VMB4	FBgn0031835
2188	X2J9P4	FBgn0031835
2189	A1Z6P3	FBgn0027066
2190	A0A0B4LGJ9	FBgn0034971
2191	A0A0B4LHH1	FBgn0034971
2192	Q960R0	FBgn0034971
2193	Q9W1B5	FBgn0034971
2194	Q7JVN6	FBgn0037387
2195	Q8SZ46	FBgn0286852
2196	Q7K112	FBgn0011725
2197	Q8IMX1	FBgn0011725
2198	Q9VCB6	FBgn0011725
2199	Q7KUA4	FBgn0029113
2200	A0A0B4KGV7	FBgn0039126
2201	Q9VCG3	FBgn0039126
2202	Q9VTZ5	FBgn0036299
2203	Q9VYW4	FBgn0030321
2204	P11996	FBgn0002563
2205	Q9VFC2	FBgn0028984
2206	M9PB50	FBgn0031814
2207	Q9VMD6	FBgn0031814
2208	Q27889	FBgn0011826
2209	M9PDL2	FBgn0051739
2210	Q9VJH2	FBgn0051739
2211	A0A0B4LFW6	FBgn0015477
2212	A1Z7S0	FBgn0015477
2213	Q7PL76	FBgn0002566
2214	Q9VAU5	FBgn0039590
2215	Q7KMH9	FBgn0027499
2216	Q7K1W5	FBgn0034027
2217	Q24488	FBgn0010407
2218	Q9VN45	FBgn0037265
2219	Q04047	FBgn0004227
2220	Q04047	FBgn0004227
2221	Q8IR16	FBgn0004227
2222	Q9VU84	FBgn0036372
2223	M9PHJ6	FBgn0040068
2224	M9PFX9	FBgn0261565
2225	Q8IQQ3	FBgn0261565
2226	Q9VVB5	FBgn0261565
2227	Q9VK69	FBgn0032444
2228	A0A0B4K7I8	FBgn0085434
2229	A0A0B4K814	FBgn0085434
2230	A0A0B4K887	FBgn0085434
2231	A0A0B4KFH8	FBgn0085434
2232	Q9W0Y8	FBgn0085434
2233	Q9V784	FBgn0033989
2234	Q9VQK9	FBgn0031495
2235	X2J6Q6	FBgn0031495
2236	Q9VZ01	FBgn0030292
2237	O18404	FBgn0021765
2238	A0A0B4KHL5	FBgn0039862
2239	Q9V9V6	FBgn0039862
2240	A0A0B4KFD1	FBgn0053087
2241	A1Z7C4	FBgn0053087
2242	Q6IKC0	FBgn0259740
2243	M9PBJ7	FBgn0010909
2244	M9PH19	FBgn0010909
2245	Q7KV88	FBgn0010909
2246	Q7KV89	FBgn0010909
2247	Q7KV90	FBgn0010909
2248	Q9W002	FBgn0010909
2249	M9PCR4	FBgn0036571
2250	Q9VUY8	FBgn0036571
2251	Q24583	FBgn0262512
2252	Q9VWG0	FBgn0031039
2253	A0A0B4LG26	FBgn0012051
2254	Q11002	FBgn0012051
2255	A0A0B4K765	FBgn0022764
2256	A0A0B4LF82	FBgn0022764
2257	Q5U0Y0	FBgn0022764
2258	E3CTP7	FBgn0035060
2259	Q8MMD2	FBgn0035060
2260	Q8MMD3	FBgn0035060
2261	Q9VFV9	FBgn0038145
2262	Q9VGW9	FBgn0261380
2263	A1Z803	FBgn0033451
2264	Q9W423	FBgn0040918
2265	P11346	FBgn0003079
2266	Q9VZ38	FBgn0030260
2267	Q9W5T4	FBgn0250830
2268	O18405	FBgn0019925
2269	Q9VCA9	FBgn0039172
2270	A0A0B4LEK8	FBgn0033460
2271	A1Z813	FBgn0033460
2272	P53501	FBgn0000044
2273	A0A0B4KFR6	FBgn0037926
2274	A0A0B4KGU0	FBgn0037926
2275	Q9VGK7	FBgn0037926
2276	Q7K1V0	FBgn0033491
2277	Q8SWS2	FBgn0259143
2278	Q9VYM7	FBgn0259143
2279	X2JEY3	FBgn0259143
2280	M9PDD4	FBgn0058045
2281	M9PG40	FBgn0058045
2282	Q8SYG3	FBgn0058045
2283	P39018	FBgn0010412
2284	Q9W3G0	FBgn0030035
2285	Q9VRP3	FBgn0035631
2286	Q9W3J5	FBgn0030007
2287	Q9I7U5	FBgn0035295
2288	Q7KTS3	FBgn0037336
2289	Q9VNC9	FBgn0037336
2290	Q9VKZ8	FBgn0032216
2291	Q9VE18	FBgn0038666
2292	Q9VDB8	FBgn0038879
2293	Q9W330	FBgn0001186
2294	Q9VLS0	FBgn0031996
2295	Q9V3F8	FBgn0015781
2296	Q9VAQ0	FBgn0288875
2297	A0A4D6K5H4	FBgn0026206
2298	M9PH32	FBgn0026206
2299	Q9W378	FBgn0026206
2300	E2QCY2	FBgn0036821
2301	M9PCX4	FBgn0036821
2302	Q9VVT8	FBgn0036821
2303	Q7KN94	FBgn0010516
2304	A0A0B4K6E6	FBgn0037890
2305	Q8INK7	FBgn0037890
2306	Q9VGQ2	FBgn0037890
2307	Q94526	FBgn0017561
2308	Q9VK54	FBgn0015399
2309	E1JHC4	FBgn0267252
2310	Q9NFZ3	FBgn0267252
2311	X2JDM7	FBgn0267252
2312	Q9VF51	FBgn0038349
2313	P18929	FBgn0013679
2314	Q9W3K9	FBgn0029994
2315	Q9W1A9	FBgn0034975
2316	Q9VBC9	FBgn0250908
2317	P54351	FBgn0266464
2318	A0A0S0WGX2	FBgn0267429
2319	Q9VAP3	FBgn0039637
2320	Q9VLI9	FBgn0260861
2321	Q9VJG0	FBgn0026150
2322	Q9W2N5	FBgn0034573
2323	Q9VMA7	FBgn0286898
2324	X2J786	FBgn0286898
2325	A0A0B4KFZ1	FBgn0034885
2326	D1Z394	FBgn0034885
2327	Q6NR72	FBgn0034885
2328	Q8MLR2	FBgn0034885
2329	Q4U2G8	FBgn0034436
2330	Q8IH56	FBgn0034436
2331	A0A0B4K774	FBgn0020510
2332	A0A0B4KH51	FBgn0020510
2333	Q9Y0S9	FBgn0020510
2334	Q9VK59	FBgn0032454
2335	Q9V470	FBgn0029118
2336	Q9VDE9	FBgn0038853
2337	Q9V463	FBgn0021761
2338	Q8INW5	FBgn0032783
2339	Q9I7M3	FBgn0032783
2340	Q9VIW5	FBgn0032783
2341	P24156	FBgn0002031
2342	C7LAH9	FBgn0011661
2343	M9PHG2	FBgn0011661
2344	P46150	FBgn0011661
2345	P46150	FBgn0011661
2346	P46150	FBgn0011661
2347	P46150	FBgn0011661
2348	Q8T0N5	FBgn0033769
2349	Q9VTB4	FBgn0047038
2350	Q6NQZ5	FBgn0013732
2351	Q7KUT2	FBgn0036892
2352	Q7KUT2	FBgn0036892
2353	Q7KSQ2	FBgn0262081
2354	Q8INJ8	FBgn0262081
2355	Q9VGK8	FBgn0262081
2356	Q9W1F7	FBgn0034936
2357	M9PGE1	FBgn0052791
2358	Q9W4R3	FBgn0052791
2359	F9VMG5	FBgn0062978
2360	Q9NBK5	FBgn0003744
2361	Q9NBK5	FBgn0003744
2362	Q9NBK5	FBgn0003744
2363	Q9NBK5	FBgn0003744
2364	P13496	FBgn0001108
2365	Q9W0G1	FBgn0267487
